Campaign,Topic,Month,Year,Responses,Targets,Effectiveness
Latisse,Latisse,November,2016,3,13036,0.23
Mega Spa Package,Microdermabrasion,November,2016,0,900,0
HOLIDAY SAVINGS! SAVE $20 A DAY for COOLSCULPTING,CoolSculpting,November,2016,0,1356,0
Gainesville Open House,Event,November,2016,0,1468,0
Purple Saturday Event,Event,November,2016,53,5778,9.17
Put your Best Chin Forward,Kybella,November,2016,2,308,6.49
JDD Multi-Product Study,,November,2016,6,980,6.12
JDD Multi-Product Study,,November,2016,2,593,3.37
Laser Hair Removal 2,Laser Hair Removal,November,2016,5,1653,3.02
JDD Multi-Product Study,,November,2016,2,973,2.06
End of Year Specials,Pelleve,November,2016,3,1523,1.97
Double Black Friday Specials,Laser Skin Resurfacing,November,2016,7,6059,1.16
Holiday Ultherapy,Ultherapy,November,2016,6,5172,1.16
Bellafill,Bellafill,November,2016,1,1341,0.75
Laser Hair Removal (Nov),Laser Hair Removal,November,2016,4,7139,0.56
Fall into fabulous specials!,Dermal Fillers,November,2016,0,6960,0
JDD Multi-Product Study,JDD Multi-Product Study,November,2016,0,3359,0
Black Friday,Event,November,2016,2,148,13.51
Fillers,Dermal Fillers,November,2016,14,1077,13
Clear and Brilliant,Microdermabrasion,November,2016,3,461,6.51
Botox,Botox,November,2016,37,9133,4.05
Get Ready for the Holidays with SculpSure Non-Invasive Body Contouring Treatment,SculpSure,November,2016,19,4882,3.89
Black Friday Sale 2016,HydraFacial,November,2016,4,1073,3.73
Gift certificate special,Event,November,2016,1,301,3.32
Does Your Direct Mail Send the Right Message?,Event,November,2016,15,5347,2.81
Acne 2,Event,November,2016,1,373,2.68
JDD Multi-Product Study,,November,2016,2,810,2.47
BLT Vanquish Me - Female,Vanquish Body,November,2016,8,3343,2.39
November Specials,Chemical Peel,November,2016,13,7376,1.76
JDD Multi-Product Study,Product Study,November,2016,1,704,1.42
Repeat Lipo,Liposuction,November,2016,15,20013,0.75
Holiday massage!,Holiday massage!,November,2016,1,2870,0.35
Kybella,Kybella,November,2016,5,15530,0.32
Laser Hair Removal,Laser Hair Removal,November,2016,0,5259,0
BLT Vanquish - Male,Vanquish Body,November,2016,0,687,0
JDD Multi-Product Study,JDD Multi-Product Study,November,2016,0,584,0
Fundraiser,Event,November,2016,0,1531,0
Holiday Specials,Botox,November,2016,25,1087,23
"Botox, Filler, Kybella Workshop",Event,November,2016,25,1183,21.13
Holiday CoolSculpting,CoolSculpting,November,2016,35,2152,16.26
Holiday Sampler,Other,November,2016,13,867,14.99
BLACK FRIDAY SALE,Other,November,2016,32,2749,11.64
Black Friday Sale!,Dermal Fillers,November,2016,10,907,11.03
Holiday CoolSculpting Men,CoolSculpting,November,2016,2,244,8.2
3D brow/Botox,Botox,November,2016,2,257,7.78
holiday open house,Event,November,2016,13,3510,3.7
Pre-Black Friday Specials,Event,November,2016,25,6997,3.57
Toys for Tots,Other,November,2016,7,3045,2.3
CoolScupting Offer,CoolSculpting,November,2016,1,602,1.66
Male Breast Reduction,Event,November,2016,2,1326,1.51
Black Friday Promotion,Event,November,2016,5,5247,0.95
Pre-Black Friday Sale,Botox,November,2016,5,7123,0.7
Thanksgiving 2016,Event,November,2016,3,4746,0.63
Hormone Balance Made Easy,Bioidentical Hormone Replacement Therapy,November,2016,0,7447,0
Blepharoplasty,BBL Therapy,November,2016,0,4879,0
B12 to Groupon Contacts,IV Vitamin Therapy,November,2016,0,30,0
Pre-Black Friday Sale 2016,Botox,November,2016,0,6995,0
Black Friday Sale,Event,November,2016,0,5246,0
Botox,Botox,November,2016,4,225,17.78
Holiday Specials,Vanquish Body,November,2016,24,1991,12.05
Lips and Lines,Dermal Fillers,November,2016,3,253,11.86
Get Ready for the Holidays,Botox,November,2016,3,306,9.8
Small Business Saturday,Other,November,2016,7,865,8.09
Black Friday Special,Event,November,2016,1,125,8
Black Friday,Micro-Needling,November,2016,14,2166,6.46
Black Friday Specials,Event,November,2016,16,2708,5.91
Black Friday,Event,November,2016,6,1123,5.34
Vampire Facial,Vampire Facial,November,2016,4,902,4.43
December Birthday,Botox,November,2016,1,228,4.39
Black Friday Sale,IPL Therapy,November,2016,7,1672,4.19
40+ Targets - Galderma,Dermal Fillers,November,2016,15,3734,4.02
Christmas Open House,Event,November,2016,21,5927,3.54
Get Your Holiday Sparkle!,Micro-Needling,November,2016,10,2995,3.34
HAPPY BIRTHDAY!,Birthday,November,2016,1,370,2.7
Look Good and Feel Good for the Holidays!,Event,November,2016,8,3664,2.18
MonaLisa Touch,Mona Lisa Touch,November,2016,17,10058,1.69
Black Friday Sale,Botox,November,2016,7,4180,1.67
BOTOX,Botox,November,2016,12,7275,1.65
Beauty Expo Surgical Promo Pre-Sale!,Botox,November,2016,29,17654,1.64
Black Friday,Event,November,2016,6,4139,1.45
Xperience Program,Dermal Fillers,November,2016,4,2900,1.38
Gift Card,Event,November,2016,4,3941,1.01
Pre-Black Friday Sale,HydraFacial,November,2016,3,5693,0.53
TNS ESSENTIAL SERUM,Event,November,2016,5,10373,0.48
Black Friday Week,Event,November,2016,1,3082,0.32
Black Friday Flash Sale,Other,November,2016,0,3396,0
Thanksgiving card,Event,November,2016,0,5422,0
Black Friday Special/Cyber Monday,Event,November,2016,0,547,0
BE YOUR BEST FOR THE HOLIDAYS,Vanquish Body,November,2016,21,1042,20.15
Botox/Dysport and Fillers,Botox,November,2016,4,600,6.67
Holiday Gift Ideas,Latisse,November,2016,21,3258,6.45
12 Days of Christmas Specials at Cole Aesthetic Center,Dermal Fillers,November,2016,27,4614,5.85
LATISSE SPECIAL,Latisse,November,2016,10,2135,4.68
Get Perfect Beauty this Holiday Season,Dermal Fillers,November,2016,4,890,4.49
12 Days Before the Holidays Open House,Event,November,2016,7,2469,2.84
JDD Multi-Product Study,,November,2016,5,1766,2.83
Holiday Hours 2016,Other,November,2016,10,3768,2.65
Thermismooth,ThermiSmooth,November,2016,4,1583,2.53
Black Friday Deals All Month Long,Chemical Peel,November,2016,6,2670,2.25
Obagi,Obagi,November,2016,14,7709,1.82
Holiday Food Allergies,Other,November,2016,5,3100,1.61
Black Friday Promo,Other,November,2016,5,3786,1.32
JDD Multi-Product Study,Product Study,November,2016,1,1175,0.85
Pre-Black Friday Sale,Other,November,2016,4,4988,0.8
Clear and Brilliant,Fractional Laser,November,2016,0,2958,0
Holiday Hours,Other,November,2016,0,3792,0
Give. Get. Gratitude. Give 2- get 20% off!,BBL Therapy,November,2016,11,1183,9.3
Holiday Glamour Shots,Botox,November,2016,15,4189,3.58
Injection Day,Dermal Fillers,November,2016,39,11290,3.45
New Service- Pure Balance Med Spa,,November,2016,17,5941,2.86
Black Friday Sale,Event,November,2016,14,8377,1.67
MultiVector Tissue Adhesive Facelift,Facelift,November,2016,2,1475,1.36
ThermiRF Event ~ Nov 30th,ThermiTight,November,2016,17,12993,1.31
Happy Thanksgiving and Holiday Season,Other,November,2016,2,2325,0.86
De La Belle Holiday Open House Event,Event,November,2016,1,2503,0.4
Holiday Gift Certificate,Other,November,2016,1,5077,0.2
BioTe Special,Te Special,November,2016,0,5478,0
Black Friday 2016,Event,November,2016,0,10268,0
Dec 7th 2016 Event,Event,November,2016,0,125,0
Cookies and Cocktails,Event,November,2016,19,2880,6.6
Black Friday Sale,Bellafill,November,2016,6,1673,3.59
Black Friday Sale,Event,November,2016,10,7063,1.42
American Express Shop Small Offer,Event,November,2016,3,4736,0.63
We are THANKFUL for you!,Other,November,2016,0,1077,0
Holiday Appreciation Event,Event,November,2016,124,16563,7.49
Look Your Best This Holiday Season,Botox,November,2016,7,958,7.31
Holiday Gift Certificates,Event,November,2016,20,3749,5.33
Black Friday Sale!,Laser Hair Removal,November,2016,30,7396,4.06
Sparkle to Your Holidays,Event,November,2016,6,1531,3.92
Coolsculpting,CoolSculpting,November,2016,10,4003,2.5
Pre-Holiday Sales!,Event,November,2016,28,12167,2.3
Black Friday,Event,November,2016,1,875,1.14
Treat Yourself and Treat Others for the Holidays,Event,November,2016,1,2015,0.5
Black Friday Laser Treatments Deals,UltraShape,November,2016,3,15267,0.2
Black Friday Promo 2016,Other,November,2016,1,5157,0.19
Holiday Event,Botox,November,2016,0,41,0
Cyber Monday,Event,November,2016,16,5740,2.79
Let Us Add the Sparkle to Your Holidays,Event,November,2016,0,1511,0
20th Anniversary & Holiday Party,Event,November,2016,69,5413,12.75
Societe Holiday Packages,Event,November,2016,7,116,60.34
MonaLisa Touch,Mona Lisa Touch,November,2016,30,1847,16.24
Let's repeat the Merz Xperience promotion for December,Dermal Fillers,November,2016,13,823,15.8
Give. Get. Gratitude. Give 2- get 20% off! II,Dermal Fillers,November,2016,7,485,14.43
CoolSculpting for Christmas,CoolSculpting,November,2016,25,2765,9.04
CoolSculpting for the Month of Dec. 2016,CoolSculpting,November,2016,2,271,7.38
Picture Perfect for the Holidays,Juvederm,November,2016,30,4268,7.03
CoolSculpting,CoolSculpting,November,2016,19,2963,6.41
HOLIDAY MAKE-UP & MIMOSAS,Event,November,2016,10,2789,3.59
Cyber Monday,Event,November,2016,48,13530,3.55
Coolsculpting Event - Non BSCIP,CoolSculpting,November,2016,25,11195,2.23
Annual Toy Drive,Other,November,2016,8,3708,2.16
Cyber Monday at the Belage Center!,Event,November,2016,2,2035,0.98
Cyber Monday 2016,Event,November,2016,4,5622,0.71
CoolSculpting,CoolSculpting,November,2016,0,970,0
Cyber Monday,Event,November,2016,0,5623,0
Have Yourself a Merry Merz Christmas!,Dermal Fillers,November,2016,36,1076,33.46
Holiday Campaign - Nov/Dec - Male,Bellafill,November,2016,3,143,20.98
LATISSE BOGO,Latisse,November,2016,68,7374,9.22
Coolsculpting Event,CoolSculpting,November,2016,26,3174,8.19
Holiday Campaign - Nov/Dec - Female,Bellafill,November,2016,5,649,7.7
BioTe-November/December,Bioidentical Hormone Replacement Therapy,November,2016,39,7682,5.08
December Specials,Dermal Fillers,November,2016,18,4162,4.32
Bellafill Lunch and Learn,Bellafill,November,2016,10,3112,3.21
Introducing Kybella,Kybella,November,2016,22,8837,2.49
December – Holiday Shopping & Gift Certificates,Event,November,2016,8,6075,1.32
Flash Sale on Laser Hair Removal,Laser Hair Removal,November,2016,10,23634,0.42
Rising Phoenix,Other,November,2016,0,1679,0
December Special - Botox & Lashes,Botox,November,2016,0,7037,0
Goshorn Aesthetics & Eden Spa Present,Event,November,2016,0,5380,0
Treat Campaign,Treat Campaign,November,2016,0,9556,0
December Birthdays,Birthday,November,2016,3,199,15.08
December Birthday HydraFacial Special,HydraFacial,November,2016,1,69,14.49
December - CoolSculpting & Vanquish,CoolSculpting,November,2016,22,1665,13.21
Revolving Facials,Other,November,2016,11,1319,8.34
Body Shaping Consult Day,CoolSculpting,November,2016,8,3342,2.39
HOLIDAY SPECIALS,PRP Hair Restoration,November,2016,16,6747,2.37
December Fuchsia Happenings,Event,November,2016,31,13176,2.35
Holiday Party,Event,November,2016,8,5316,1.5
Body Shaping Consult Day - Dec 16 - Men,CoolSculpting,November,2016,1,685,1.46
Intro-other,Intro-other,November,2016,5,3848,1.3
SculpSure,SculpSure,November,2016,1,1380,0.72
All Services,All Services,November,2016,4,15406,0.26
Filler Holiday Special,Dermal Fillers,November,2016,0,3471,0
Your Christmas Gift,Event-RSVP,November,2017,0,462,0
Flash Sale Template,Other,November,2017,0,8877,0
Give Thanks,Other,November,2017,0,2455,0
Laser Hair Removal - A,Laser Hair Removal,December,2014,0,877,0
Laser Hair Removal - A,Removal - A,December,2014,1,2020,0.5
Laser Hair Removal - B,Removal - B,December,2014,0,2020,0
Merry Kissmas,Dermal Fillers,December,2015,2,104,19.23
12 Days of Christmas,Event,December,2015,12,2503,4.79
Friends & Family Week,Event,December,2015,5,4803,1.04
Holiday Open House,Event,December,2015,1,3579,0.28
Holiday Stress,,December,2015,3,1035,2.9
Introducing Permanent Makeup,Perm Makeup,December,2015,3,6886,0.44
OR Best-Practices Webinar,,December,2015,50,16930,2.95
December Specials,Botox,December,2015,9,4245,2.12
UltraShape / VelaShape,VelaShape,December,2015,26,23803,1.09
Suneva VIBRANCE® Event,Bellafill,December,2015,0,584,0
HIgh-Speed Laser Hair Removal Specials,Laser Hair Removal,December,2015,4,28895,0.14
Reflexology Holiday Special,Event,December,2015,3,653,4.59
CoolMini Event,CoolSculpting,December,2015,2,2211,0.9
Ultherapy Holiday Special,Ultherapy,December,2015,2,2482,0.81
Second Ulthera Day,Ultherapy,December,2015,84,8421,9.98
coolMini,CoolSculpting,December,2015,20,2132,9.38
Introducing Bellafill,Bellafill,December,2015,3,3948,0.76
Massage & Microdermabrasion,Microdermabrasion,December,2015,1,3523,0.28
Ultherapy,Ultherapy,December,2015,8,1091,7.33
Holiday Stocking Stuffers,Event,December,2015,6,2005,2.99
Dermal Fillers,Dermal Fillers,December,2015,4,2248,1.78
December Specials,Liposuction,December,2015,16,18828,0.85
Alchemy,,December,2015,1,1399,0.71
Holiday Special,Holiday Special,December,2015,1,7532,0.13
HCG Specials,Medical Weight Loss,December,2015,6,541,11.09
Botox / Dysport,Botox,December,2015,21,2387,8.8
December IPL Special,IPL Therapy,December,2015,21,5138,4.09
Year-end Holiday Promotion,Event,December,2015,7,2106,3.32
Patient Appreciation Week,Event,December,2015,17,18828,0.9
Christmas Celebration,UltraShape,December,2015,11,12574,0.87
Holiday Specials,Event,December,2015,2,4804,0.42
CoolSculpting Event,CoolSculpting,December,2015,0,481,0
Holiday Gifts Ideas & Deals,Latisse,December,2015,0,2207,0
DID YOU KNOW,,December,2015,3,491,6.11
Did You Know?,You Know?,December,2015,1,10421,0.1
Xeomin,Botox,December,2015,0,606,0
Great Gifts,Great Gifts,December,2015,0,1972,0
Holiday Offer,Botox,December,2015,11,2211,4.98
Gift Baskets,Event,December,2015,5,2248,2.22
Ultherapy,Ultherapy,December,2015,1,1230,0.81
Kybella,Kybella,December,2015,13,2135,6.09
Massages / Facials,,December,2015,10,2103,4.76
Botox & Dysport,Botox,December,2015,10,3361,2.98
Nutrition Tips,,December,2015,2,1035,1.93
Office Hours,,December,2015,1,541,1.85
Venus Viva,Venus Face,December,2015,4,5853,0.68
Happy Holidays,Dermal Fillers,December,2015,9,23310,0.39
CoolSculpting for Men,CoolSculpting,December,2015,4,290,13.79
PRP Special,Vampire Facelifts,December,2015,4,488,8.2
Mixto Fractional Laser,MiXto,December,2015,9,2248,4
Let It Glow!,Dermal Fillers,December,2015,34,10171,3.34
CoolSculpting,CoolSculpting,December,2015,13,4317,3.01
Filler Special,Dermal Fillers,December,2015,39,29758,1.31
Radiesse for hands,Dermal Fillers,December,2015,9,9444,0.95
December Specials,IPL Therapy,December,2015,4,5290,0.76
Introducing Sclerotherapy,Sclerotherapy,December,2015,35,2850,12.28
PEACE PACKAGE - $120,Event,December,2015,20,2104,9.51
Fillers and Facial Treatment,Dermal Fillers,December,2015,6,4692,1.28
MonaLisa Touch Can Help,Mona Lisa Touch,December,2015,30,31382,0.96
Introducing Kybella,Kybella,December,2015,7,10421,0.67
50% Off PicoSure Laser Skin Treatment,Tattoo Removal,December,2015,49,19228,2.55
Ultherapy,Ultherapy,December,2015,3,2114,1.42
DID YOU KNOW,DID YOU KNOW,December,2015,4,2905,1.38
Laser Hair Removal,Laser Hair Removal,December,2015,2,2105,0.95
Did You Know?,,December,2015,8,1343,5.96
CoolMini,CoolSculpting,December,2015,54,10896,4.96
Botox & Xeomin Special,Botox,December,2015,2,10421,0.19
Introducing SculpSure,SculpSure,December,2015,1,6794,0.15
Merry Christmas,Event,December,2015,0,2618,0
Holiday Specials,Dermal Fillers,December,2015,3,584,5.14
Smartlipo Laser Liposuction,SmartLipo,December,2015,2,1929,1.04
Laser Facial,Laser Facial,December,2015,11,19081,0.58
Laser Hair Removal,Laser Hair Removal,December,2015,8,31879,0.25
Happy Holidays and Happy New Year,Event,December,2015,4,4847,0.83
SculpSure New Year Event,SculpSure,December,2015,1,6794,0.15
Voluma Special,Dermal Fillers,December,2015,11,4268,2.58
Temecula January Specials,Tattoo Removal,December,2015,4,1894,2.11
January Specials,Tattoo Removal,December,2015,32,17428,1.84
Shop for Smaller Clothes Soon,Medical Weight Loss,December,2015,12,44,272.73
Weight Loss Special,Medical Weight Loss,December,2015,49,855,57.31
Holiday Hours,,December,2015,6,542,11.07
CoolMax,CoolSculpting,December,2015,9,1459,6.17
Botox Flash Sale,Botox,December,2015,15,5853,2.56
Glow into the New Year,Botox,December,2015,3,1307,2.3
Cedar Fever,ChiroForAllergies,December,2015,1,1186,0.84
Skin Rejuvenation,HydraFacial,December,2015,1,1972,0.51
Botox,Botox,December,2015,3,606,4.95
Ultherapy Sale,Ultherapy,December,2015,9,2218,4.06
Thank You,Dermal Fillers,December,2015,17,11223,1.51
Open House,Vampire Facelifts,December,2015,4,5384,0.74
Beauty Memberships,Microdermabrasion,December,2015,0,585,0
Notification,Event,December,2016,245,1670,146.71
Birthday Month,Birthday,December,2016,17,447,38.03
Get Your Most Radiant Skin for the Holidays,Chemical Peel,December,2016,46,2123,21.67
Look your HOLIDAY BEST with this BOTOX SPECIAL,Botox,December,2016,12,617,19.45
December Specials,Other,December,2016,60,3100,19.35
HydraFacial - A special thanks to our clients,HydraFacial,December,2016,17,962,17.67
Vampire Facelift - Nov/Dec,Vampire Facelifts,December,2016,4,235,17.02
Our gift to you,Event,December,2016,33,2083,15.84
Intro & Botox,Botox,December,2016,11,805,13.66
CGC Holiday Specials,Dermal Fillers,December,2016,7,547,12.8
Perfect 10 for the HOLLY days!,Laser Skin Resurfacing,December,2016,66,6013,10.98
Kybella / Botox,Kybella,December,2016,2,188,10.64
Say “Hello” to a Perfect Shape!,Liposuction,December,2016,30,2950,10.17
December Specials,Exilis Body Sculpting,December,2016,46,4680,9.83
Renew for the coming New Year,Other,December,2016,6,682,8.8
Birthday Celebrations -December,Birthday,December,2016,1,128,7.81
Holiday Facials,Event,December,2016,6,768,7.81
December Birthday,Botox,December,2016,3,451,6.65
